[09:34:02 INF] Usage: Total CPU 0.00% | App CPU 0.00% | App Heap 3.58MB
[10:35:36 INF] Usage: Total CPU 0.94% | App CPU 0.06% | App Heap 7.75MB
[10:35:37 INF] Usage: Total CPU 5.56% | App CPU 0.00% | App Heap 7.76MB
[10:35:38 INF] Usage: Total CPU 2.10% | App CPU 0.00% | App Heap 7.75MB
[10:35:39 INF] Usage: Total CPU 2.43% | App CPU 0.00% | App Heap 7.75MB
[10:35:40 INF] Usage: Total CPU 1.61% | App CPU 0.00% | App Heap 7.76MB
[10:35:41 INF] Usage: Total CPU 1.19% | App CPU 0.00% | App Heap 7.76MB
[10:35:42 INF] Usage: Total CPU 1.04% | App CPU 0.00% | App Heap 7.75MB
[10:35:43 INF] Usage: Total CPU 2.18% | App CPU 0.00% | App Heap 7.76MB
[10:35:44 INF] Usage: Total CPU 2.80% | App CPU 0.00% | App Heap 7.76MB
[10:35:45 INF] Usage: Total CPU 0.26% | App CPU 0.00% | App Heap 7.76MB
[10:35:46 INF] Usage: Total CPU 3.54% | App CPU 0.00% | App Heap 7.75MB
[10:35:47 INF] Usage: Total CPU 2.19% | App CPU 1.55% | App Heap 7.76MB
[10:35:48 INF] Usage: Total CPU 0.00% | App CPU 0.00% | App Heap 7.75MB
[10:35:49 INF] Usage: Total CPU 4.08% | App CPU 0.06% | App Heap 7.75MB
[10:35:50 INF] Usage: Total CPU 3.67% | App CPU 0.00% | App Heap 7.76MB
[10:35:51 INF] Usage: Total CPU 6.56% | App CPU 1.60% | App Heap 7.76MB
[10:35:52 INF] Usage: Total CPU 1.97% | App CPU 1.55% | App Heap 7.76MB
[10:35:53 INF] Usage: Total CPU 1.80% | App CPU 0.00% | App Heap 7.76MB
[10:35:54 INF] Usage: Total CPU 3.87% | App CPU 0.00% | App Heap 7.76MB
[10:35:55 INF] Usage: Total CPU 7.27% | App CPU 0.00% | App Heap 7.75MB
[10:35:56 INF] Usage: Total CPU 5.99% | App CPU 0.00% | App Heap 7.75MB
[10:35:57 INF] Usage: Total CPU 7.62% | App CPU 0.00% | App Heap 7.76MB
[10:35:58 INF] Usage: Total CPU 5.34% | App CPU 0.00% | App Heap 7.77MB
[10:35:59 INF] Usage: Total CPU 5.28% | App CPU 0.00% | App Heap 7.76MB
[10:36:00 INF] Usage: Total CPU 2.52% | App CPU 1.55% | App Heap 7.76MB
[10:36:01 INF] Usage: Total CPU 1.08% | App CPU 0.06% | App Heap 7.76MB
[10:36:02 INF] Usage: Total CPU 5.00% | App CPU 0.00% | App Heap 7.76MB
[10:36:03 INF] Usage: Total CPU 0.08% | App CPU 0.00% | App Heap 7.76MB
[10:36:04 INF] Usage: Total CPU 4.04% | App CPU 0.00% | App Heap 7.76MB
[10:36:05 INF] Usage: Total CPU 1.36% | App CPU 1.55% | App Heap 7.76MB
[10:36:06 INF] Usage: Total CPU 2.74% | App CPU 0.00% | App Heap 7.76MB
[10:36:07 INF] Usage: Total CPU 0.45% | App CPU 0.00% | App Heap 7.76MB
[10:36:08 INF] Usage: Total CPU 3.25% | App CPU 0.00% | App Heap 7.76MB
[10:36:09 INF] Usage: Total CPU 2.20% | App CPU 0.00% | App Heap 7.76MB
[10:36:10 INF] Usage: Total CPU 1.01% | App CPU 0.00% | App Heap 7.76MB
[10:36:11 INF] Usage: Total CPU 1.28% | App CPU 0.00% | App Heap 7.77MB
[10:36:12 INF] Usage: Total CPU 0.91% | App CPU 0.00% | App Heap 7.76MB
[10:36:13 INF] Usage: Total CPU 1.04% | App CPU 0.00% | App Heap 7.76MB
[10:36:14 INF] Usage: Total CPU 2.23% | App CPU 0.00% | App Heap 7.77MB
[10:36:15 INF] Usage: Total CPU 1.70% | App CPU 0.00% | App Heap 7.77MB
[10:36:16 INF] Usage: Total CPU 0.20% | App CPU 0.00% | App Heap 7.77MB
[10:36:17 INF] Usage: Total CPU 0.64% | App CPU 0.00% | App Heap 7.77MB
[10:36:18 INF] Usage: Total CPU 2.33% | App CPU 0.00% | App Heap 7.77MB
[10:36:19 INF] Usage: Total CPU 0.04% | App CPU 0.00% | App Heap 7.76MB
[10:36:20 INF] Usage: Total CPU 4.06% | App CPU 0.00% | App Heap 7.77MB
[10:36:21 INF] Usage: Total CPU 0.67% | App CPU 0.00% | App Heap 7.77MB
[10:36:22 INF] Usage: Total CPU 1.08% | App CPU 0.00% | App Heap 7.77MB
[10:36:23 INF] Usage: Total CPU 1.80% | App CPU 0.00% | App Heap 7.77MB
[10:36:24 INF] Usage: Total CPU 1.74% | App CPU 0.00% | App Heap 7.77MB
[10:36:25 INF] Usage: Total CPU 4.54% | App CPU 0.00% | App Heap 7.77MB
[10:36:26 INF] Usage: Total CPU 3.10% | App CPU 0.00% | App Heap 7.77MB
[10:36:27 INF] Usage: Total CPU 4.30% | App CPU 0.00% | App Heap 7.76MB
[10:36:28 INF] Usage: Total CPU 31.97% | App CPU 0.00% | App Heap 7.76MB
[10:36:29 INF] Usage: Total CPU 10.83% | App CPU 0.00% | App Heap 7.76MB
[10:36:30 INF] Usage: Total CPU 3.65% | App CPU 1.55% | App Heap 7.76MB
[10:36:31 INF] Usage: Total CPU 1.38% | App CPU 0.00% | App Heap 7.77MB
[10:36:32 INF] Usage: Total CPU 4.31% | App CPU 0.26% | App Heap 7.77MB
[10:36:33 INF] Usage: Total CPU 8.86% | App CPU 0.06% | App Heap 7.76MB
[10:36:34 INF] Usage: Total CPU 9.94% | App CPU 0.06% | App Heap 7.77MB
[10:36:36 INF] Usage: Total CPU 3.05% | App CPU 0.00% | App Heap 7.76MB
[10:36:37 INF] Usage: Total CPU 6.36% | App CPU 0.00% | App Heap 7.76MB
[10:36:38 INF] Usage: Total CPU 3.46% | App CPU 0.00% | App Heap 7.76MB
[10:36:39 INF] Usage: Total CPU 7.57% | App CPU 0.00% | App Heap 7.76MB
[10:36:40 INF] Usage: Total CPU 9.06% | App CPU 1.54% | App Heap 7.76MB
[10:36:41 INF] Usage: Total CPU 9.00% | App CPU 0.00% | App Heap 7.76MB
[10:36:42 INF] Usage: Total CPU 7.80% | App CPU 1.49% | App Heap 7.77MB
[10:36:43 INF] Usage: Total CPU 6.85% | App CPU 0.00% | App Heap 7.76MB
[10:36:44 INF] Usage: Total CPU 4.46% | App CPU 0.00% | App Heap 7.77MB
[10:36:45 INF] Usage: Total CPU 6.02% | App CPU 1.09% | App Heap 7.76MB
[10:36:46 INF] Usage: Total CPU 2.09% | App CPU 0.13% | App Heap 7.76MB
[10:36:47 INF] Usage: Total CPU 2.28% | App CPU 0.00% | App Heap 7.77MB
[10:36:48 INF] Usage: Total CPU 4.01% | App CPU 0.00% | App Heap 7.77MB
[10:36:49 INF] Usage: Total CPU 4.26% | App CPU 0.00% | App Heap 7.77MB
[10:36:50 INF] Usage: Total CPU 4.90% | App CPU 0.00% | App Heap 7.77MB
[10:36:51 INF] Usage: Total CPU 1.17% | App CPU 0.00% | App Heap 7.77MB
[10:36:52 INF] Usage: Total CPU 7.01% | App CPU 0.00% | App Heap 7.77MB
[10:36:53 INF] Usage: Total CPU 2.69% | App CPU 1.55% | App Heap 7.76MB
[10:36:54 INF] Usage: Total CPU 0.47% | App CPU 0.00% | App Heap 7.77MB
[10:36:55 INF] Usage: Total CPU 6.89% | App CPU 0.00% | App Heap 7.77MB
[10:36:56 INF] Usage: Total CPU 11.76% | App CPU 0.00% | App Heap 7.76MB
[10:36:57 INF] Usage: Total CPU 10.72% | App CPU 1.35% | App Heap 7.77MB
[10:36:58 INF] Usage: Total CPU 3.86% | App CPU 0.00% | App Heap 7.76MB
[10:36:59 INF] Usage: Total CPU 2.87% | App CPU 0.00% | App Heap 7.77MB
[10:37:00 INF] Usage: Total CPU 4.48% | App CPU 0.00% | App Heap 7.77MB
[10:37:01 INF] Usage: Total CPU 1.96% | App CPU 0.00% | App Heap 7.76MB
[10:37:02 INF] Usage: Total CPU 2.40% | App CPU 0.00% | App Heap 7.76MB
[10:37:03 INF] Usage: Total CPU 0.62% | App CPU 0.06% | App Heap 7.76MB
[10:37:04 INF] Usage: Total CPU 2.94% | App CPU 0.00% | App Heap 7.76MB
[10:37:05 INF] Usage: Total CPU 0.29% | App CPU 0.00% | App Heap 7.77MB
[10:37:06 INF] Usage: Total CPU 4.02% | App CPU 0.00% | App Heap 7.77MB
[10:37:07 INF] Usage: Total CPU 0.72% | App CPU 0.00% | App Heap 7.77MB
[10:37:08 INF] Usage: Total CPU 0.90% | App CPU 0.00% | App Heap 7.77MB
[10:37:09 INF] Usage: Total CPU 3.73% | App CPU 0.00% | App Heap 7.77MB
[10:37:10 INF] Usage: Total CPU 4.90% | App CPU 0.00% | App Heap 7.77MB
[10:37:11 INF] Usage: Total CPU 4.57% | App CPU 1.03% | App Heap 7.77MB
[10:37:12 INF] Usage: Total CPU 4.80% | App CPU 0.06% | App Heap 7.77MB
[10:37:13 INF] Usage: Total CPU 5.33% | App CPU 0.00% | App Heap 7.77MB
[10:37:14 INF] Usage: Total CPU 4.22% | App CPU 0.00% | App Heap 7.77MB
[10:37:15 INF] Usage: Total CPU 4.66% | App CPU 0.00% | App Heap 7.77MB
[10:37:16 INF] Usage: Total CPU 2.27% | App CPU 0.00% | App Heap 7.77MB
[10:37:17 INF] Usage: Total CPU 3.07% | App CPU 0.00% | App Heap 7.77MB
[10:37:18 INF] Usage: Total CPU 0.81% | App CPU 0.00% | App Heap 7.77MB
[10:37:19 INF] Usage: Total CPU 2.64% | App CPU 0.00% | App Heap 7.77MB
[10:37:20 INF] Usage: Total CPU 2.93% | App CPU 0.00% | App Heap 7.77MB
[10:37:21 INF] Usage: Total CPU 1.60% | App CPU 0.00% | App Heap 7.77MB
[10:37:22 INF] Usage: Total CPU 1.56% | App CPU 0.00% | App Heap 7.78MB
[10:37:23 INF] Usage: Total CPU 1.82% | App CPU 0.00% | App Heap 7.77MB
[10:37:24 INF] Usage: Total CPU 4.55% | App CPU 1.54% | App Heap 7.78MB
[10:37:25 INF] Usage: Total CPU 0.86% | App CPU 0.00% | App Heap 7.78MB
[10:37:26 INF] Usage: Total CPU 2.76% | App CPU 0.00% | App Heap 7.78MB
[10:37:27 INF] Usage: Total CPU 0.66% | App CPU 0.00% | App Heap 7.77MB
[10:37:28 INF] Usage: Total CPU 4.40% | App CPU 0.00% | App Heap 7.77MB
[10:37:29 INF] Usage: Total CPU 2.92% | App CPU 1.16% | App Heap 7.77MB
[10:37:30 INF] Usage: Total CPU 2.51% | App CPU 0.06% | App Heap 7.77MB
[10:37:31 INF] Usage: Total CPU 1.95% | App CPU 0.06% | App Heap 7.78MB
[10:37:32 INF] Usage: Total CPU 2.26% | App CPU 0.00% | App Heap 7.78MB
[10:37:33 INF] Usage: Total CPU 0.67% | App CPU 0.06% | App Heap 7.77MB
[10:37:34 INF] Usage: Total CPU 3.89% | App CPU 0.00% | App Heap 7.77MB
[10:37:35 INF] Usage: Total CPU 2.41% | App CPU 0.00% | App Heap 7.77MB
[10:37:36 INF] Usage: Total CPU 5.15% | App CPU 0.00% | App Heap 7.78MB
[10:37:37 INF] Usage: Total CPU 0.88% | App CPU 0.00% | App Heap 7.77MB
[10:37:38 INF] Usage: Total CPU 4.34% | App CPU 0.00% | App Heap 7.77MB
[10:37:39 INF] Usage: Total CPU 3.24% | App CPU 0.00% | App Heap 7.78MB
[10:37:40 INF] Usage: Total CPU 3.57% | App CPU 0.00% | App Heap 7.77MB
[10:37:41 INF] Usage: Total CPU 2.34% | App CPU 1.02% | App Heap 7.77MB
[10:37:42 INF] Usage: Total CPU 5.95% | App CPU 0.06% | App Heap 7.77MB
[10:37:43 INF] Usage: Total CPU 1.08% | App CPU 0.00% | App Heap 7.77MB
[10:37:44 INF] Usage: Total CPU 2.99% | App CPU 0.00% | App Heap 7.77MB
[10:37:45 INF] Usage: Total CPU 12.84% | App CPU 0.00% | App Heap 7.77MB
[10:37:46 INF] Usage: Total CPU 11.74% | App CPU 1.29% | App Heap 7.77MB
[10:37:47 INF] Usage: Total CPU 8.19% | App CPU 0.00% | App Heap 7.77MB
[10:37:49 INF] Usage: Total CPU 6.54% | App CPU 0.00% | App Heap 7.77MB
[10:37:50 INF] Usage: Total CPU 5.07% | App CPU 1.49% | App Heap 7.78MB
[10:37:51 INF] Usage: Total CPU 7.10% | App CPU 0.00% | App Heap 7.77MB
[10:37:52 INF] Usage: Total CPU 5.51% | App CPU 1.55% | App Heap 7.77MB
[10:37:53 INF] Usage: Total CPU 5.70% | App CPU 0.00% | App Heap 7.78MB
[10:37:54 INF] Usage: Total CPU 7.27% | App CPU 0.00% | App Heap 7.77MB
[10:37:55 INF] Usage: Total CPU 7.79% | App CPU 0.00% | App Heap 7.78MB
[10:37:56 INF] Usage: Total CPU 5.25% | App CPU 0.00% | App Heap 7.78MB
[10:37:57 INF] Usage: Total CPU 0.96% | App CPU 0.00% | App Heap 7.77MB
[10:37:58 INF] Usage: Total CPU 7.26% | App CPU 0.06% | App Heap 7.77MB
[10:37:59 INF] Usage: Total CPU 2.20% | App CPU 0.00% | App Heap 7.78MB
[10:38:00 INF] Usage: Total CPU 4.90% | App CPU 0.00% | App Heap 7.77MB
[10:38:01 INF] Usage: Total CPU 1.61% | App CPU 0.00% | App Heap 7.78MB
[10:38:02 INF] Usage: Total CPU 6.09% | App CPU 0.00% | App Heap 7.78MB
[10:38:03 INF] Usage: Total CPU 4.28% | App CPU 1.55% | App Heap 7.78MB
[10:38:04 INF] Usage: Total CPU 9.01% | App CPU 0.00% | App Heap 7.77MB
[10:38:05 INF] Usage: Total CPU 11.51% | App CPU 1.54% | App Heap 7.77MB
[10:38:06 INF] Usage: Total CPU 11.48% | App CPU 0.00% | App Heap 7.77MB
[10:38:07 INF] Usage: Total CPU 7.04% | App CPU 0.00% | App Heap 7.77MB
[10:38:08 INF] Usage: Total CPU 3.46% | App CPU 0.00% | App Heap 7.78MB
[10:38:09 INF] Usage: Total CPU 1.64% | App CPU 0.00% | App Heap 7.78MB
[10:38:10 INF] Usage: Total CPU 5.07% | App CPU 0.00% | App Heap 7.78MB
[10:38:11 INF] Usage: Total CPU 9.12% | App CPU 0.06% | App Heap 7.77MB
[10:38:12 INF] Usage: Total CPU 11.00% | App CPU 0.00% | App Heap 7.77MB
[10:38:13 INF] Usage: Total CPU 2.93% | App CPU 1.55% | App Heap 7.78MB
[10:38:14 INF] Usage: Total CPU 4.16% | App CPU 0.00% | App Heap 7.78MB
[10:38:15 INF] Usage: Total CPU 3.37% | App CPU 1.54% | App Heap 7.78MB
[10:38:16 INF] Usage: Total CPU 3.36% | App CPU 1.55% | App Heap 7.78MB
[10:38:17 INF] Usage: Total CPU 1.52% | App CPU 0.00% | App Heap 7.78MB
[10:38:18 INF] Usage: Total CPU 7.65% | App CPU 0.00% | App Heap 7.78MB
[10:38:19 INF] Usage: Total CPU 2.48% | App CPU 0.00% | App Heap 7.78MB
[10:38:20 INF] Usage: Total CPU 1.05% | App CPU 0.00% | App Heap 7.78MB
[10:38:21 INF] Usage: Total CPU 1.12% | App CPU 0.06% | App Heap 7.78MB
[10:38:22 INF] Usage: Total CPU 3.95% | App CPU 0.00% | App Heap 7.78MB
[10:38:23 INF] Usage: Total CPU 7.47% | App CPU 0.00% | App Heap 7.78MB
[10:38:24 INF] Usage: Total CPU 8.32% | App CPU 0.00% | App Heap 7.78MB
[10:38:25 INF] Usage: Total CPU 4.39% | App CPU 0.00% | App Heap 7.78MB
[10:38:26 INF] Usage: Total CPU 8.46% | App CPU 0.06% | App Heap 7.78MB
[10:38:27 INF] Usage: Total CPU 3.01% | App CPU 0.00% | App Heap 7.78MB
[10:38:28 INF] Usage: Total CPU 2.62% | App CPU 0.00% | App Heap 7.78MB
[10:38:29 INF] Usage: Total CPU 2.38% | App CPU 0.00% | App Heap 7.78MB
[10:38:30 INF] Usage: Total CPU 0.79% | App CPU 0.00% | App Heap 7.79MB
[10:38:31 INF] Usage: Total CPU 2.49% | App CPU 0.00% | App Heap 7.78MB
[10:38:32 INF] Usage: Total CPU 1.24% | App CPU 0.00% | App Heap 7.78MB
[10:38:33 INF] Usage: Total CPU 2.28% | App CPU 0.00% | App Heap 7.79MB
[10:38:34 INF] Usage: Total CPU 4.28% | App CPU 0.00% | App Heap 7.78MB
[10:38:35 INF] Usage: Total CPU 6.71% | App CPU 0.00% | App Heap 7.79MB
[10:38:36 INF] Usage: Total CPU 2.40% | App CPU 0.00% | App Heap 7.79MB
[10:38:37 INF] Usage: Total CPU 3.49% | App CPU 0.06% | App Heap 7.79MB
[10:38:38 INF] Usage: Total CPU 0.66% | App CPU 0.00% | App Heap 7.78MB
[10:38:39 INF] Usage: Total CPU 0.95% | App CPU 0.00% | App Heap 7.78MB
[10:38:40 INF] Usage: Total CPU 3.74% | App CPU 0.00% | App Heap 7.78MB
[10:38:41 INF] Usage: Total CPU 2.18% | App CPU 0.00% | App Heap 7.78MB
[10:38:42 INF] Usage: Total CPU 4.11% | App CPU 0.00% | App Heap 7.78MB
[10:38:43 INF] Usage: Total CPU 2.39% | App CPU 1.55% | App Heap 7.78MB
[10:38:44 INF] Usage: Total CPU 5.32% | App CPU 0.00% | App Heap 7.78MB
[10:38:45 INF] Usage: Total CPU 6.77% | App CPU 1.54% | App Heap 7.79MB
[10:38:46 INF] Usage: Total CPU 0.87% | App CPU 0.00% | App Heap 7.78MB
[10:38:47 INF] Usage: Total CPU 2.81% | App CPU 0.00% | App Heap 7.78MB
[10:38:48 INF] Usage: Total CPU 0.78% | App CPU 0.00% | App Heap 7.78MB
[10:38:49 INF] Usage: Total CPU 4.25% | App CPU 0.06% | App Heap 7.79MB
[10:38:50 INF] Usage: Total CPU 1.61% | App CPU 1.41% | App Heap 7.78MB
[10:38:51 INF] Usage: Total CPU 3.04% | App CPU 0.00% | App Heap 7.78MB
[10:38:52 INF] Usage: Total CPU 3.28% | App CPU 0.00% | App Heap 7.78MB
[10:38:53 INF] Usage: Total CPU 7.12% | App CPU 0.00% | App Heap 7.79MB
[10:38:54 INF] Usage: Total CPU 6.22% | App CPU 1.55% | App Heap 7.78MB
[10:38:55 INF] Usage: Total CPU 3.21% | App CPU 0.00% | App Heap 7.79MB
[10:38:56 INF] Usage: Total CPU 4.90% | App CPU 0.00% | App Heap 7.78MB
[10:38:57 INF] Usage: Total CPU 4.34% | App CPU 1.29% | App Heap 7.79MB
[10:38:58 INF] Usage: Total CPU 3.26% | App CPU 0.00% | App Heap 7.78MB
[10:38:59 INF] Usage: Total CPU 1.53% | App CPU 1.53% | App Heap 7.79MB
[10:39:00 INF] Usage: Total CPU 5.23% | App CPU 0.00% | App Heap 7.78MB
[10:39:01 INF] Usage: Total CPU 1.51% | App CPU 0.00% | App Heap 7.78MB
[10:39:02 INF] Usage: Total CPU 0.30% | App CPU 0.00% | App Heap 7.79MB
[10:39:03 INF] Usage: Total CPU 2.24% | App CPU 0.00% | App Heap 7.78MB
[10:39:04 INF] Usage: Total CPU 1.10% | App CPU 0.00% | App Heap 7.79MB
[10:39:05 INF] Usage: Total CPU 2.84% | App CPU 0.00% | App Heap 7.78MB
[10:39:06 INF] Usage: Total CPU 6.84% | App CPU 0.00% | App Heap 7.79MB
[10:39:07 INF] Usage: Total CPU 5.93% | App CPU 0.00% | App Heap 7.79MB
[10:39:08 INF] Usage: Total CPU 6.57% | App CPU 0.00% | App Heap 7.78MB
[10:39:09 INF] Usage: Total CPU 7.03% | App CPU 0.00% | App Heap 7.78MB
[10:39:10 INF] Usage: Total CPU 9.56% | App CPU 0.00% | App Heap 7.78MB
[10:39:11 INF] Usage: Total CPU 1.61% | App CPU 0.00% | App Heap 7.79MB
[10:39:13 INF] Usage: Total CPU 1.91% | App CPU 0.00% | App Heap 7.79MB
[10:39:14 INF] Usage: Total CPU 2.19% | App CPU 1.55% | App Heap 7.79MB
[10:39:15 INF] Usage: Total CPU 1.89% | App CPU 0.00% | App Heap 7.79MB
[10:39:16 INF] Usage: Total CPU 2.93% | App CPU 1.10% | App Heap 7.79MB
[10:39:17 INF] Usage: Total CPU 0.21% | App CPU 0.00% | App Heap 7.78MB
[10:39:18 INF] Usage: Total CPU 3.00% | App CPU 0.00% | App Heap 7.78MB
[10:39:19 INF] Usage: Total CPU 3.58% | App CPU 1.55% | App Heap 7.78MB
[10:39:20 INF] Usage: Total CPU 4.09% | App CPU 0.00% | App Heap 7.78MB
[10:39:21 INF] Usage: Total CPU 1.71% | App CPU 1.55% | App Heap 7.79MB
[10:39:22 INF] Usage: Total CPU 2.26% | App CPU 0.00% | App Heap 7.79MB
[10:39:23 INF] Usage: Total CPU 0.07% | App CPU 0.00% | App Heap 7.78MB
[10:39:24 INF] Usage: Total CPU 1.58% | App CPU 0.00% | App Heap 7.79MB
[10:39:25 INF] Usage: Total CPU 2.58% | App CPU 0.26% | App Heap 7.79MB
[10:39:26 INF] Usage: Total CPU 2.28% | App CPU 0.00% | App Heap 7.79MB
[10:39:27 INF] Usage: Total CPU 1.66% | App CPU 0.00% | App Heap 7.79MB
[10:39:28 INF] Usage: Total CPU 1.61% | App CPU 0.00% | App Heap 7.79MB
[10:39:29 INF] Usage: Total CPU 1.96% | App CPU 0.00% | App Heap 7.79MB
[10:39:30 INF] Usage: Total CPU 1.66% | App CPU 0.00% | App Heap 7.79MB
[10:39:31 INF] Usage: Total CPU 0.00% | App CPU 0.00% | App Heap 7.79MB
[10:39:32 INF] Usage: Total CPU 3.34% | App CPU 0.00% | App Heap 7.79MB
[10:39:33 INF] Usage: Total CPU 2.78% | App CPU 0.00% | App Heap 7.79MB
[10:39:34 INF] Usage: Total CPU 4.89% | App CPU 0.00% | App Heap 7.79MB
[10:39:35 INF] Usage: Total CPU 10.05% | App CPU 0.00% | App Heap 7.79MB
[10:39:36 INF] Usage: Total CPU 8.04% | App CPU 0.00% | App Heap 7.79MB
[10:39:37 INF] Usage: Total CPU 1.35% | App CPU 0.00% | App Heap 7.79MB
[10:39:38 INF] Usage: Total CPU 2.95% | App CPU 0.00% | App Heap 7.79MB
[10:39:39 INF] Usage: Total CPU 4.23% | App CPU 1.55% | App Heap 7.79MB
[10:39:40 INF] Usage: Total CPU 7.64% | App CPU 0.00% | App Heap 7.79MB
[10:39:41 INF] Usage: Total CPU 10.86% | App CPU 0.00% | App Heap 7.80MB
[10:39:42 INF] Usage: Total CPU 9.57% | App CPU 0.39% | App Heap 7.79MB
[10:39:43 INF] Usage: Total CPU 7.64% | App CPU 0.00% | App Heap 7.79MB
[10:39:44 INF] Usage: Total CPU 7.98% | App CPU 0.00% | App Heap 7.79MB
[10:39:45 INF] Usage: Total CPU 8.91% | App CPU 1.54% | App Heap 7.79MB
[10:39:46 INF] Usage: Total CPU 6.40% | App CPU 0.00% | App Heap 7.79MB
[10:39:47 INF] Usage: Total CPU 3.24% | App CPU 0.00% | App Heap 7.79MB
[10:39:48 INF] Usage: Total CPU 2.03% | App CPU 0.00% | App Heap 7.80MB
[10:39:49 INF] Usage: Total CPU 2.93% | App CPU 0.00% | App Heap 7.80MB
[10:39:50 INF] Usage: Total CPU 2.25% | App CPU 1.55% | App Heap 7.79MB
[10:39:51 INF] Usage: Total CPU 1.61% | App CPU 0.00% | App Heap 7.79MB
[10:39:52 INF] Usage: Total CPU 2.02% | App CPU 0.00% | App Heap 7.80MB
[10:39:53 INF] Usage: Total CPU 1.06% | App CPU 0.00% | App Heap 7.79MB
[10:39:54 INF] Usage: Total CPU 1.19% | App CPU 0.00% | App Heap 7.79MB
[10:39:55 INF] Usage: Total CPU 4.20% | App CPU 0.06% | App Heap 7.80MB
[10:39:56 INF] Usage: Total CPU 2.55% | App CPU 0.00% | App Heap 7.80MB
[10:39:57 INF] Usage: Total CPU 1.54% | App CPU 0.06% | App Heap 7.79MB
[10:39:58 INF] Usage: Total CPU 1.93% | App CPU 0.00% | App Heap 7.79MB
[10:39:59 INF] Usage: Total CPU 8.57% | App CPU 0.06% | App Heap 7.80MB
[10:40:00 INF] Usage: Total CPU 9.06% | App CPU 0.00% | App Heap 7.80MB
[10:40:01 INF] Usage: Total CPU 2.25% | App CPU 0.00% | App Heap 7.80MB
[10:40:02 INF] Usage: Total CPU 5.14% | App CPU 0.00% | App Heap 7.79MB
[10:40:03 INF] Usage: Total CPU 0.31% | App CPU 0.00% | App Heap 7.80MB
[10:40:04 INF] Usage: Total CPU 3.77% | App CPU 0.00% | App Heap 7.79MB
[10:40:05 INF] Usage: Total CPU 1.94% | App CPU 1.55% | App Heap 7.79MB
[10:40:06 INF] Usage: Total CPU 1.14% | App CPU 0.00% | App Heap 7.80MB
[10:40:07 INF] Usage: Total CPU 3.69% | App CPU 0.00% | App Heap 7.80MB
[10:40:08 INF] Usage: Total CPU 1.15% | App CPU 0.00% | App Heap 7.80MB
[10:40:09 INF] Usage: Total CPU 2.31% | App CPU 0.00% | App Heap 7.79MB
[10:40:10 INF] Usage: Total CPU 2.37% | App CPU 0.00% | App Heap 7.79MB
[10:40:11 INF] Usage: Total CPU 2.31% | App CPU 0.00% | App Heap 7.79MB
[10:40:12 INF] Usage: Total CPU 6.60% | App CPU 0.00% | App Heap 7.80MB
[10:40:13 INF] Usage: Total CPU 4.88% | App CPU 1.55% | App Heap 7.79MB
[10:40:14 INF] Usage: Total CPU 5.62% | App CPU 0.00% | App Heap 7.79MB
[10:40:15 INF] Usage: Total CPU 6.05% | App CPU 0.00% | App Heap 7.80MB
[10:40:16 INF] Usage: Total CPU 4.18% | App CPU 0.00% | App Heap 7.79MB
[10:40:17 INF] Usage: Total CPU 1.96% | App CPU 0.00% | App Heap 7.79MB
[10:40:18 INF] Usage: Total CPU 2.12% | App CPU 0.00% | App Heap 7.79MB
[10:40:19 INF] Usage: Total CPU 3.17% | App CPU 0.00% | App Heap 7.79MB
[10:40:20 INF] Usage: Total CPU 3.23% | App CPU 0.00% | App Heap 7.79MB
[10:40:21 INF] Usage: Total CPU 1.47% | App CPU 0.00% | App Heap 7.79MB
[10:40:22 INF] Usage: Total CPU 4.21% | App CPU 0.00% | App Heap 7.80MB
[10:40:23 INF] Usage: Total CPU 2.36% | App CPU 0.00% | App Heap 7.79MB
[10:40:24 INF] Usage: Total CPU 3.39% | App CPU 0.00% | App Heap 7.79MB
[10:40:25 INF] Usage: Total CPU 4.82% | App CPU 0.00% | App Heap 7.79MB
[10:40:26 INF] Usage: Total CPU 2.06% | App CPU 1.49% | App Heap 7.80MB
[10:40:27 INF] Usage: Total CPU 2.73% | App CPU 0.00% | App Heap 7.79MB
[10:40:28 INF] Usage: Total CPU 1.15% | App CPU 0.00% | App Heap 7.79MB
[10:40:29 INF] Usage: Total CPU 3.26% | App CPU 0.00% | App Heap 7.79MB
[10:40:30 INF] Usage: Total CPU 1.58% | App CPU 0.00% | App Heap 7.80MB
[10:40:31 INF] Usage: Total CPU 1.31% | App CPU 0.00% | App Heap 7.79MB
[10:40:32 INF] Usage: Total CPU 1.99% | App CPU 0.00% | App Heap 7.80MB
[10:40:33 INF] Usage: Total CPU 2.12% | App CPU 0.00% | App Heap 7.79MB
[10:40:34 INF] Usage: Total CPU 1.38% | App CPU 0.00% | App Heap 7.80MB
[10:40:35 INF] Usage: Total CPU 5.60% | App CPU 0.00% | App Heap 7.80MB
[10:40:36 INF] Usage: Total CPU 3.30% | App CPU 0.06% | App Heap 7.80MB
[10:40:37 INF] Usage: Total CPU 4.03% | App CPU 0.00% | App Heap 7.80MB
[10:40:39 INF] Usage: Total CPU 5.03% | App CPU 0.00% | App Heap 7.80MB
[10:40:40 INF] Usage: Total CPU 8.82% | App CPU 0.00% | App Heap 7.80MB
[10:40:41 INF] Usage: Total CPU 7.61% | App CPU 1.54% | App Heap 7.80MB
[10:40:42 INF] Usage: Total CPU 4.36% | App CPU 0.00% | App Heap 7.80MB
